	mgs	pval	delta	delta.low	delta.up	fdr	bacteria	genome	annotation
progression.345	Ruminococcus sp. SR1/5:263_265;265_266	0.846889907	0.059926471	-0.130623144	0.246206502	0.964337218	Ruminococcus sp. SR1/5:263	657323.PRJNA39149	Genes_ single stranded DNA-binding protein (ssb);Replication initiator protein A (RepA) N-terminus.
progression.346	Ruminococcus sp. SR1/5:268_271;271_272	0.94698463	0.010661765	-0.182545855	0.20307657	0.985054364	Ruminococcus sp. SR1/5:268	657323.PRJNA39149	"Genes_ Type IV secretory pathway, VirD4 components"
progression.347	Ruminococcus sp. SR1/5:262_263	0.114457252	0.122794118	-0.067401189	0.304377848	0.623086261	Ruminococcus sp. SR1/5:262	657323.PRJNA39149	Genes_ ParB-like partition proteins;
progression.348	Ruminococcus sp. SR1/5:2246_2247;2247_2249;2250_2251	0.033962268	0.144485294	-0.043133819	0.322260571	0.588176301	Ruminococcus sp. SR1/5:2246	657323.PRJNA39149	"Genes_ ABC-type multidrug transport system, ATPase component;His Kinase A (phosphoacceptor) domain./Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase.;Glycopeptide antibiotics resistance protein;Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain"
progression.349	Ruminococcus sp. SR1/5:2253_2254	0.084148714	0.087132353	-0.0995952	0.267931685	0.588176301	Ruminococcus sp. SR1/5:2253	657323.PRJNA39149	Genes_ unannotated
progression.350	Ruminococcus sp. SR1/5:242_244	0.736023729	0.254411765	0.070665615	0.421459093	0.944033003	Ruminococcus sp. SR1/5:242	657323.PRJNA39149	Genes_ plasmid mobilization system relaxase
progression.351	Ruminococcus sp. SR1/5:1375_1385;1390_1394	0.040494322	0.226470588	0.035160017	0.401769848	0.588176301	Ruminococcus sp. SR1/5:1375	657323.PRJNA39149	"Genes_ Site-specific recombinases, DNA invertase Pin homologs;Predicted transcriptional regulators;N-6 DNA Methylase.;Phage integrase, N-terminal SAM-like domain.;Phage integrase family."
progression.352	Ruminococcus sp. SR1/5:1388_1390	0.308495394	0.151470588	-0.038671249	0.331026796	0.778627063	Ruminococcus sp. SR1/5:1388	657323.PRJNA39149	Genes_ Helix-turn-helix.
progression.353	Ruminococcus sp. SR1/5:3259_3260	0.630993049	0.186764706	-0.001343497	0.362107366	0.942357033	Ruminococcus sp. SR1/5:3259	657323.PRJNA39149	"Genes_ ABC-type multidrug transport system, ATPase component;"
progression.354	Ruminococcus sp. SR1/5:3260_3263	0.065621113	0.325735294	0.141505109	0.488157574	0.588176301	Ruminococcus sp. SR1/5:3260	657323.PRJNA39149	Genes_ ;Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain;Signal transduction histidine kinase
progression.355	Ruminococcus sp. SR1/5:355_357;357_359;363_364	0.367754439	0.328308824	0.146116836	0.488960219	0.801317567	Ruminococcus sp. SR1/5:355	657323.PRJNA39149	Genes_ Plasmid stabilization system protein
progression.356	Ruminococcus sp. SR1/5:212_213;729_731;733_734;735_737;2235_2237;2237_2239;2413_2422;2703_2704;2704_2705;2705_2707;3021_3022;3024_3025;3131_3132	0.004784611	0.319117647	0.128463853	0.487023758	0.588176301	Ruminococcus sp. SR1/5:212	657323.PRJNA39149	"Genes_ MoxR-like ATPases;Rubredoxin;hemerythrin-like metal-binding domain;desulfoferrodoxin ferrous iron-binding domain;Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases);Rhodanese-related sulfurtransferase;Uncharacterized NAD(FAD)-dependent dehydrogenases;Bacterial regulatory proteins, crp family.;6-phospho-beta-glucosidase;PTS system, glucose subfamily, IIA component;Transcriptional antiterminator;Phosphatidylserine/phosphatidylglycerophosphate/ cardiolipin synthases and related enzymes;Uncharacterized protein conserved in bacteria;Penicillin V acylase and related amidases;23S ribosomal RNA;16S ribosomal RNA;Pseudoknot of the domain G(G12) of 23S ribosomal RNA;Beta-galactosidase/beta-glucuronidase;Na+/melibiose symporter and related transporters;transcriptional regulator, AraC family;Transglutaminase-like enzymes, putative cysteine proteases"
progression.357	Ruminococcus sp. SR1/5:2383_2384	0.722222244	0.136397059	-0.049362034	0.313035496	0.944033003	Ruminococcus sp. SR1/5:2383	657323.PRJNA39149	Genes_ ;Transposase.
progression.358	Ruminococcus sp. SR1/5:215_216	0.183014419	0.191911765	0.000194829	0.370021266	0.692463672	Ruminococcus sp. SR1/5:215	657323.PRJNA39149	"Genes_ transporter, YbiR family"
progression.359	Ruminococcus sp. SR1/5:2411_2412	0.687620305	0.156617647	-0.032330885	0.334757773	0.942357033	Ruminococcus sp. SR1/5:2411	657323.PRJNA39149	"Genes_ transposase, IS605 OrfB family, central region"
progression.360	Ruminococcus sp. SR1/5:738_740	0.180504411	0.077941176	-0.111224693	0.261656605	0.692463672	Ruminococcus sp. SR1/5:738	657323.PRJNA39149	Genes_ ;Predicted DNA-binding proteins
progression.361	Ruminococcus sp. SR1/5:333_334	0.594476784	0.174264706	-0.015217931	0.351664865	0.927678461	Ruminococcus sp. SR1/5:333	657323.PRJNA39149	Genes_ unannotated
progression.362	Ruminococcus sp. SR1/5:347_349	0.029826468	0.284926471	0.096786984	0.453406878	0.588176301	Ruminococcus sp. SR1/5:347	657323.PRJNA39149	"Genes_ Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain;;Signal transduction histidine kinase;ABC-type multidrug transport system, ATPase component"
progression.363	Ruminococcus sp. SR1/5:307_308	0.152828515	0.309191176	0.115392023	0.480314775	0.652278403	Ruminococcus sp. SR1/5:307	657323.PRJNA39149	Genes_ DNA primase (bacterial type)
progression.364	Ruminococcus sp. SR1/5:308_309	0.116644643	0.354044118	0.164403765	0.518444679	0.623086261	Ruminococcus sp. SR1/5:308	657323.PRJNA39149	"Genes_ DNA primase (bacterial type);;Type IV secretory pathway, VirD4 components"
progression.365	Ruminococcus sp. SR1/5:304_306	0.00255903	0.333823529	0.148876021	0.496205506	0.588176301	Ruminococcus sp. SR1/5:304	657323.PRJNA39149	"Genes_ ABC-type antimicrobial peptide transport system, ATPase component;;plasmid mobilization system relaxase"
progression.366	Ruminococcus sp. SR1/5:306_307	0.014685202	0.336764706	0.151983014	0.498800464	0.588176301	Ruminococcus sp. SR1/5:306	657323.PRJNA39149	Genes_ plasmid mobilization system relaxase;DNA primase (bacterial type)
progression.367	Ruminococcus sp. SR1/5:300_304	0.201213585	0.174264706	-0.016014103	0.352362551	0.694184522	Ruminococcus sp. SR1/5:300	657323.PRJNA39149	"Genes_ Recombinase.;;Uncharacterized protein conserved in bacteria;ABC-type antimicrobial peptide transport system, ATPase component"
progression.368	Ruminococcus sp. SR1/5:773_774	0.536598319	0.275735294	0.081752757	0.449589312	0.914204543	Ruminococcus sp. SR1/5:773	657323.PRJNA39149	"Genes_ ABC-type transport system, involved in lipoprotein release, permease component"
progression.369	Ruminococcus sp. SR1/5:2626_2627	0.351696277	0.154044118	-0.034149942	0.331687968	0.778627063	Ruminococcus sp. SR1/5:2626	657323.PRJNA39149	"Genes_ type I site-specific deoxyribonuclease, HsdR family"
progression.370	Anaerostipes hadrus:186_187;187_188;188_189	0.230267077	-0.05210084	-0.236977877	0.136417799	0.744932141	Anaerostipes hadrus:186	245018.PRJNA45957	"Genes_ transcriptional regulator, MerR family"
progression.371	Anaerostipes hadrus:2873_2875;2875_2876	0.082014932	-0.105135387	-0.287468043	0.084550981	0.588176301	Anaerostipes hadrus:2873	245018.PRJNA45957	Genes_ plasmid mobilization system relaxase;relaxasome subunit MobC;phage DNA replication protein (predicted replicative helicase loader)
progression.372	Anaerostipes hadrus:2870_2871	0.08384892	-0.130905696	-0.313479097	0.061000727	0.588176301	Anaerostipes hadrus:2870	245018.PRJNA45957	Genes_ 23S rRNA m(5)U-1939 methyltransferase;;Predicted transcriptional regulators
progression.373	Anaerostipes hadrus:2871_2873	0.088775909	-0.172735761	-0.35068682	0.017254561	0.602187801	Anaerostipes hadrus:2871	245018.PRJNA45957	Genes_ Predicted transcriptional regulators;Protein of unknown function (DUF2992).;
progression.374	Anaerostipes hadrus:2887_2888	0.101288423	-0.140989729	-0.315897171	0.043185518	0.623086261	Anaerostipes hadrus:2887	245018.PRJNA45957	"Genes_ Site-specific recombinases, DNA invertase Pin homologs"
progression.375	Anaerostipes hadrus:2765_2767;2767_2768	0.113729212	-0.233613445	-0.404490859	-0.046974921	0.623086261	Anaerostipes hadrus:2765	245018.PRJNA45957	"Genes_ Predicted transcription factor, homolog of eukaryotic MBF1;Putative phage replication protein RstA;Excisionase from transposon Tn916.;Site-specific recombinase XerD"
progression.376	Anaerostipes hadrus:2763_2765	0.772256126	-0.160410831	-0.344525763	0.035587086	0.957522506	Anaerostipes hadrus:2763	245018.PRJNA45957	"Genes_ Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type);PTS system galactitol-specific EIIB component, Gat family (TC 4.A.5.1.1);Predicted transcriptional regulators;Predicted transcription factor, homolog of eukaryotic MBF1"
progression.377	Anaerostipes hadrus:189_193	0.146062834	-0.155929038	-0.33488784	0.033887359	0.636526454	Anaerostipes hadrus:189	245018.PRJNA45957	"Genes_ ;Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain;ABC-type antimicrobial peptide transport system, permease component"
progression.378	Anaerostipes hadrus:193_194	0.74643828	-0.002054155	-0.18816944	0.184203547	0.945031951	Anaerostipes hadrus:193	245018.PRJNA45957	"Genes_ ABC-type antimicrobial peptide transport system, permease component;ABC-type antimicrobial peptide transport system, ATPase component"
progression.379	Anaerostipes hadrus:209_210;210_211	0.043480948	-0.139869281	-0.3153527	0.044863525	0.588176301	Anaerostipes hadrus:209	245018.PRJNA45957	Genes_ Glycopeptide antibiotics resistance protein;Bacterial protein of unknown function (DUF961).
progression.380	Anaerostipes hadrus:212_213	0.047360517	-0.209710551	-0.379661454	-0.026067192	0.588176301	Anaerostipes hadrus:212	245018.PRJNA45957	Genes_ unannotated
progression.381	Anaerostipes hadrus:630_631	0.739848748	-0.171615313	-0.35150254	0.020493169	0.944033003	Anaerostipes hadrus:630	245018.PRJNA45957	Genes_ Antirestriction protein (ArdA).
progression.382	Anaerostipes hadrus:631_632	0.727822156	-0.053221289	-0.241206148	0.138613	0.944033003	Anaerostipes hadrus:631	245018.PRJNA45957	Genes_ unannotated
progression.383	Anaerostipes hadrus:635_636	0.436740441	-0.114098973	-0.294043934	0.073657542	0.848875786	Anaerostipes hadrus:635	245018.PRJNA45957	Genes_ Predicted transcriptional regulators;Bacterial protein of unknown function (DUF961).
progression.384	Anaerostipes hadrus:636_637	0.70798622	-0.259383754	-0.433900112	-0.066107228	0.944033003	Anaerostipes hadrus:636	245018.PRJNA45957	Genes_ Bacterial protein of unknown function (DUF961).;
progression.385	Anaerostipes hadrus:320_321	0.066493205	-0.132399627	-0.308162901	0.05210403	0.588176301	Anaerostipes hadrus:320	245018.PRJNA45957	"Genes_ DNA binding domain, excisionase family;Helix-turn-helix."
progression.386	Anaerostipes hadrus:321_322	0.799587299	0.074509804	-0.117470188	0.261121264	0.964337218	Anaerostipes hadrus:321	245018.PRJNA45957	Genes_ Site-specific recombinase XerD
progression.387	Anaerostipes hadrus:317_318	0.294728415	0.168627451	-0.021886306	0.347323639	0.778627063	Anaerostipes hadrus:317	245018.PRJNA45957	Genes_ ;plasmid mobilization system relaxase
progression.388	Anaerostipes hadrus:2878_2886;2886_2887	0.969234112	-0.000186741	-0.188961192	0.188601019	0.988332321	Anaerostipes hadrus:2878	245018.PRJNA45957	"Genes_ Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain;His Kinase A (phosphoacceptor) domain./Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase./HAMP domain.;ABC-type multidrug transport system, ATPase component;Archaeal ATPase.;Site-specific recombinases, DNA invertase Pin homologs"
progression.389	Anaerostipes hadrus:2876_2878	0.696999336	-0.037535014	-0.220561244	0.148044638	0.942357033	Anaerostipes hadrus:2876	245018.PRJNA45957	Genes_ phage DNA replication protein (predicted replicative helicase loader);Replication initiator protein A (RepA) N-terminus.;
progression.390	Anaerostipes hadrus:2369_2370;2371_2372;2372_2373;2373_2374;2375_2376	0.062808311	0.38076564	0.208648166	0.53000496	0.588176301	Anaerostipes hadrus:2369	245018.PRJNA45957	"Genes_ plasmid mobilization system relaxase;ABC-type transport system, involved in lipoprotein release, permease component;ABC-type antimicrobial peptide transport system, ATPase component;His Kinase A (phosphoacceptor) domain./Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase.;Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain"
progression.391	Anaerostipes hadrus:438_439;439_440;440_441	0.336309614	0.031932773	-0.152959489	0.214665085	0.778627063	Anaerostipes hadrus:438	245018.PRJNA45957	"Genes_ putative efflux protein, MATE family;Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB;CoA-substrate-specific enzyme activase, putative"
progression.392	Anaerostipes hadrus:2702_2703;2703_2704	0.11890212	-0.099906629	-0.278898258	0.085793506	0.623086261	Anaerostipes hadrus:2702	245018.PRJNA45957	Genes_ Beta-fructosidases (levanase/invertase)
progression.393	Anaerostipes hadrus:130_131;131_132	0.442701541	0.157049486	-0.039491531	0.341891057	0.856441299	Anaerostipes hadrus:130	245018.PRJNA45957	Genes_ glycerol kinase;MIP family channel proteins
progression.394	Anaerostipes hadrus:43_49;124_125;125_126;126_127;127_128;128_129;129_130;150_151;462_463;463_464;464_465;465_466;466_467;514_515;579_580;580_581;581_582;582_583;583_584;584_585;586_587;587_588;591_592;592_593;691_692;813_814;868_869;875_876;876_877;877_878;878_879;918_919;919_920;920_921;921_922;922_923;923_924;924_925;926_927;936_937;937_938;940_941;941_942;943_944;944_945;945_946;1025_1026;1026_1027;1028_1029;1031_1032;1032_1033;1034_1035;1035_1036;1037_1038;1041_1042;1046_1047;1052_1053;1893_1894;1946_1947;1947_1948;1948_1949;2102_2103;2103_2104;2104_2105;2137_2138;2152_2153;2153_2154;2157_2158;2158_2159;2159_2160;2160_2161;2201_2202;2317_2318;2463_2464;2464_2465;2465_2466;2466_2467;2467_2468;2468_2469;2514_2515;2515_2516;2516_2517;2521_2522;2522_2523;2523_2524;2524_2525;2691_2692;2692_2693;2695_2696;2696_2697;2699_2700;2700_2701;2803_2804;2804_2805	0.603851084	0.039402428	-0.143220072	0.219430025	0.929512232	Anaerostipes hadrus:43	245018.PRJNA45957	"Genes_ LuxS protein involved in autoinducer AI2 synthesis;16S ribosomal RNA;23S ribosomal RNA;Mannitol/fructose-specific phosphotransferase system, IIA domain;transcriptional regulator, LacI family;Thioredoxin reductase;Uncharacterized protein with conserved CXXC pairs;Glycerol-3-phosphate dehydrogenase;glycerol kinase;Glutamate dehydrogenase/leucine dehydrogenase;Trk-type K+ transport systems, membrane components;K+ transport systems, NAD-binding component;Osmosensitive K+ channel histidine kinase;Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain;L-serine dehydratase, iron-sulfur-dependent, alpha subunit;pyruvate:ferredoxin (flavodoxin) oxidoreductase, homodimeric;LSU ribosomal protein L3P;LSU ribosomal protein L4P;Ribosomal protein L23;LSU ribosomal protein L2P;SSU ribosomal protein S19P;LSU ribosomal protein L22P;SSU ribosomal protein S3P;LSU ribosomal protein L16P;LSU ribosomal protein L14P;LSU ribosomal protein L6P;LSU ribosomal protein L18P;SSU ribosomal protein S5P;LSU ribosomal protein L30P;LSU ribosomal protein L15P;translation initiation factor IF-1;30S ribosomal protein S13;SSU ribosomal protein S11P;SSU ribosomal protein S4P;phosphoenolpyruvate--protein phosphotransferase;PAP2 superfamily.;conserved hypothetical protein;PTS system beta-glucoside-specific IIA component, Glc family (TC 4.A.1.2.5)/PTS system beta-glucoside-specific IIB component, Glc family (TC 4.A.1.2.5)/PTS system beta-glucoside-specific IIC component, Glc family (TC 4.A.1.2.5);Beta-glucosidase/6-phospho-beta- glucosidase/beta-galactosid ase;Response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase./Histidine kinase./HAMP domain.;monosaccharide ABC transporter substrate-binding protein, CUT2 family (TC 3.A.1.2.-);monosaccharide ABC transporter ATP-binding protein, CUT2 family (TC 3.A.1.2.-);monosaccharide ABC transporter membrane protein, CUT2 family (TC 3.A.1.2.-);L-fucose isomerase and related proteins;ABC-type multidrug transport system, ATPase and permease components;asparagine synthase (glutamine-hydrolyzing);valyl-tRNA synthetase;Histidinol phosphatase and related hydrolases of the PHP family;Predicted 3'-5' exonuclease related to the exonuclease domain of PolB.;Collagenase and related proteases;Bacterial cell division membrane protein;Cell division protein FtsI/penicillin-binding protein 2;D-alanyl-D-alanine carboxypeptidase;D-sorbitol 6-phosphate 2-dehydrogenase;PTS system, glucitol/sorbitol-specific, IIC component;PTS system, glucitol/sorbitol-specific, IIBC component;acetolactate synthase, large subunit, biosynthetic type;acetolactate synthase, small subunit;Acyl-CoA dehydrogenases;Electron transfer flavoprotein, alpha subunit;Threonine dehydrogenase and related Zn-dependent dehydrogenases;fructose-bisphosphate aldolase;Transcriptional antiterminator;PTS system, fructose subfamily, IIA component;PTS system, fructose-specific, IIB component;PTS system, fructose subfamily, IIC component;hydroxylamine reductase;preprotein translocase, SecE subunit, bacterial;transcription antitermination protein nusG;LSU ribosomal protein L11P;DNA-directed RNA polymerase subunit beta';SSU ribosomal protein S12P;translation elongation factor 1A (EF-1A/EF-Tu);4-alpha-glucanotransferase;ABC-type uncharacterized transport system, periplasmic component;Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily;Beta-fructosidases (levanase/invertase);PTS system, glucose subfamily, IIA component;sucrose-6-phosphate hydrolase;Citrate synthase;HAD-superfamily hydrolase, subfamily IIB;riboflavin synthase, alpha subunit;GTP cyclohydrolase II;6,7-dimethyl-8-ribityllumazine synthase;Sugar (pentulose and hexulose) kinases;NAD-dependent protein deacetylases, SIR2 family;bacterial peptide chain release factor 1 (bRF-1);NAD+ synthetase;Signal transduction histidine kinase;Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain;carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-);Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB;Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC;PTS system IID component, Man family (TC 4.A.6);dihydroorotase"
progression.395	Anaerostipes hadrus:330_331	0.200614743	-0.074509804	-0.259327975	0.115572758	0.694184522	Anaerostipes hadrus:330	245018.PRJNA45957	Genes_ heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating P-type ATPase
progression.396	Anaerostipes hadrus:2694_2695	0.071483826	-0.058076564	-0.244605081	0.132597043	0.588176301	Anaerostipes hadrus:2694	245018.PRJNA45957	"Genes_ monosaccharide ABC transporter substrate-binding protein, CUT2 family (TC 3.A.1.2.-)"
progression.397	Anaerostipes hadrus:2814_2815	0.226844946	0.045004669	-0.1429258	0.22980284	0.744932141	Anaerostipes hadrus:2814	245018.PRJNA45957	Genes_ Transposase and inactivated derivatives
progression.398	Anaerostipes hadrus:2096_2097	0.568631403	0.045378151	-0.139981145	0.227664602	0.927678461	Anaerostipes hadrus:2096	245018.PRJNA45957	"Genes_ Flavodoxins;transcriptional regulator, MerR family;"
progression.399	Anaerostipes hadrus:2100_2101	0.860833739	-0.01363212	-0.204338503	0.178071204	0.964337218	Anaerostipes hadrus:2100	245018.PRJNA45957	Genes_ Transcriptional regulator;Putative threonine efflux protein
progression.400	Anaerostipes hadrus:1112_1113	0.986773513	-0.135760971	-0.314576368	0.052359618	0.993617373	Anaerostipes hadrus:1112	245018.PRJNA45957	Genes_ Transposase domain (DUF772).
progression.401	Anaerostipes hadrus:529_530	0.021955684	-0.189915966	-0.363045963	-0.004110128	0.588176301	Anaerostipes hadrus:529	245018.PRJNA45957	Genes_ ;Transposase.
progression.402	Anaerostipes hadrus:313_314	0.04222628	0.359850607	0.175623244	0.519726907	0.588176301	Anaerostipes hadrus:313	245018.PRJNA45957	"Genes_ His Kinase A (phosphoacceptor) domain./Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase.;Glycopeptide antibiotics resistance protein"
progression.403	Anaerostipes hadrus:2365_2369	0.890289178	-0.050606909	-0.234540871	0.136825374	0.969946631	Anaerostipes hadrus:2365	245018.PRJNA45957	"Genes_ Site-specific recombinase XerD;Helix-turn-helix.;DNA binding domain, excisionase family;relaxasome subunit MobC;plasmid mobilization system relaxase"
progression.404	Anaerostipes hadrus:621_622	0.402485751	0.028571429	-0.158434541	0.213598572	0.810421341	Anaerostipes hadrus:621	245018.PRJNA45957	Genes_ Signal transduction histidine kinase;
progression.405	Anaerostipes hadrus:1420_1421	0.114308606	-0.046125117	-0.228285294	0.139155208	0.623086261	Anaerostipes hadrus:1420	245018.PRJNA45957	Genes_ Type I restriction-modification system methyltransferase subunit;Transposase and inactivated derivatives
progression.406	Anaerostipes hadrus:1287_1288	0.796744526	-0.074136321	-0.25769543	0.114587636	0.964337218	Anaerostipes hadrus:1287	245018.PRJNA45957	"Genes_ Sigma-70, region 4.;;Growth inhibitor"
progression.407	Bifidobacterium adolescentis:1931_1932	0.170361002	-0.187242798	-0.3748498	0.015096264	0.681612533	Bifidobacterium adolescentis:1931	1680.PRJNA240293	Genes_ fimbriae protein with LPXTG motif and von Willebrand factor typeA domain
progression.408	Bifidobacterium adolescentis:2124_2125	0.025045177	-0.234053498	-0.423359668	-0.025163623	0.588176301	Bifidobacterium adolescentis:2124	1680.PRJNA240293	Genes_ LacI family transcriptional regulator
progression.409	Bifidobacterium adolescentis:800_802	0.937234134	-0.005144033	-0.206562126	0.196692317	0.982316282	Bifidobacterium adolescentis:800	1680.PRJNA240293	Genes_ putative kinase;calcineurin-like phosphoesterase
progression.410	Bifidobacterium adolescentis:424_425	0.299865406	0.066358025	-0.133394348	0.260929428	0.778627063	Bifidobacterium adolescentis:424	1680.PRJNA240293	Genes_ D-arabinitol transporter
progression.411	Bifidobacterium adolescentis:358_359	0.837510065	0.034979424	-0.173934834	0.240880666	0.964337218	Bifidobacterium adolescentis:358	1680.PRJNA240293	Genes_ unannotated
progression.412	Bifidobacterium adolescentis:1769_1770	0.447461025	0.035493827	-0.166159466	0.234297674	0.857255599	Bifidobacterium adolescentis:1769	1680.PRJNA240293	"Genes_ LacI-type transcriptional regulator;ABC transporter, permease protein"
progression.413	Bifidobacterium adolescentis:124_125	0.071574641	-0.237139918	-0.421397903	-0.034079094	0.588176301	Bifidobacterium adolescentis:124	1680.PRJNA240293	Genes_ cell surface protein
progression.414	Bifidobacterium adolescentis:1808_1809	0.344837735	-0.111625514	-0.305066004	0.090661108	0.778627063	Bifidobacterium adolescentis:1808	1680.PRJNA240293	Genes_ ;DNA modification methyltransferase
