	mgs	pval	delta	delta.low	delta.up	fdr	bacteria	genome	annotation
progression.701	Blautia wexlerae:4469_4470	0.709376894	0.02186246	-0.118916075	0.161779321	0.986160502	Blautia wexlerae:4469	1121115.PRJNA195783	Genes_ NA
progression.755	Coprococcus comes:1380_1382;1383_1385	0.768755264	0.019481785	-0.112853882	0.151138336	0.986160502	Coprococcus comes:1380	470146.PRJNA20525	"Genes_ plasmid recombination enzyme;site-specific recombinase, phage integrase family;DNA-binding helix-turn-helix protein"
progression.758	Coprococcus comes:1396_1397	0.746781514	-0.060198714	-0.223788972	0.106690523	0.986160502	Coprococcus comes:1396	470146.PRJNA20525	"Genes_ site-specific recombinase, phage integrase family;"
progression.759	Coprococcus comes:1397_1399;1399_1400	0.710718264	-0.067406974	-0.227389559	0.096118609	0.986160502	Coprococcus comes:1397	470146.PRJNA20525	"Genes_ DNA binding domain, excisionase family"
progression.781	Coprococcus comes:2431_2432	0.765194164	-0.025131502	-0.189661694	0.140771539	0.986160502	Coprococcus comes:2431	470146.PRJNA20525	Genes_ glutamine-fructose-6-phosphate transaminase (isomerizing)
progression.783	Coprococcus comes:2447_2449	0.744260325	-0.019286967	-0.129920713	0.091821118	0.986160502	Coprococcus comes:2447	470146.PRJNA20525	"Genes_ ;radical SAM domain protein;glycosyltransferase, group 1 family protein"
progression.791	Coprococcus comes:2989_2991	0.710999109	-0.011104617	-0.169132529	0.147479944	0.986160502	Coprococcus comes:2989	470146.PRJNA20525	Genes_ macro domain protein;
progression.808	Anaerobutyricum hallii:0_2	0.698385892	-0.07244582	-0.225226488	0.083812124	0.986160502	Anaerobutyricum hallii:0	411469.PRJNA18177	Genes_ unannotated
progression.814	Anaerobutyricum hallii:285_287;733_736;736_740;740_747;747_752;752_754;757_758	0.712533461	0.002786378	-0.143532945	0.148986488	0.986160502	Anaerobutyricum hallii:285	411469.PRJNA18177	"Genes_ bacterial sugar transferase;UDP-glucose 4-epimerase;phosphoglucomutase/phosphomannomutase, C-terminal domain protein;NAD dependent epimerase/dehydratase family protein;glycosyltransferase, group 1 family protein;glycosyltransferase, group 2 family protein;polysaccharide biosynthesis protein;phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I"
progression.823	Anaerobutyricum hallii:629_630	0.696807155	-0.057894737	-0.21200603	0.099026142	0.986160502	Anaerobutyricum hallii:629	411469.PRJNA18177	Genes_ bacterial group 2 Ig-like protein;
progression.844	Anaerobutyricum hallii:1680_1682	0.749785858	-0.009442724	-0.165112419	0.146686012	0.986160502	Anaerobutyricum hallii:1680	411469.PRJNA18177	"Genes_ histidine kinase A domain protein;transcriptional regulator, ArsR family;"
progression.846	Anaerobutyricum hallii:1688_1689	0.750406842	-0.015479876	-0.164905411	0.134640307	0.986160502	Anaerobutyricum hallii:1688	411469.PRJNA18177	Genes_ ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;
progression.851	Anaerobutyricum hallii:1811_1813	0.690610761	-0.012074303	-0.148968384	0.125273889	0.986160502	Anaerobutyricum hallii:1811	411469.PRJNA18177	Genes_ bacterial group 2 Ig-like protein
progression.853	Anaerobutyricum hallii:1979_1980	0.67932466	0.002941176	-0.149883888	0.155628978	0.986160502	Anaerobutyricum hallii:1979	411469.PRJNA18177	Genes_ glycosyl hydrolase family 25;
progression.856	Anaerobutyricum hallii:2074_2076	0.754445821	0.006965944	-0.137888724	0.151528856	0.986160502	Anaerobutyricum hallii:2074	411469.PRJNA18177	Genes_ histidinol phosphate phosphatase HisJ family;
progression.859	Anaerobutyricum hallii:2222_2224;2226_2230	0.765728361	0.007275542	-0.148322735	0.162522302	0.986160502	Anaerobutyricum hallii:2222	411469.PRJNA18177	Genes_ conserved hypothetical protein TIGR03982;kinase domain protein
progression.878	Anaerobutyricum hallii:2882_2884	0.726970428	0.017801858	-0.138135758	0.172878223	0.986160502	Anaerobutyricum hallii:2882	411469.PRJNA18177	Genes_ Eco57I restriction endonuclease;BsuBI/PstI restriction endonuclease domain protein
progression.901	Ruminococcus sp. SR1/5:329_330	0.7783117	-0.021691176	-0.183061642	0.140817487	0.986160502	Ruminococcus sp. SR1/5:329	657323.PRJNA39149	Genes_ unannotated
progression.909	Ruminococcus sp. SR1/5:549_551	0.686904126	0.037683824	-0.120560185	0.194060161	0.986160502	Ruminococcus sp. SR1/5:549	657323.PRJNA39149	Genes_ Acetyltransferases;;Predicted ATPase
progression.912	Ruminococcus sp. SR1/5:755_758	0.692046615	0.048345588	-0.107707262	0.202073415	0.986160502	Ruminococcus sp. SR1/5:755	657323.PRJNA39149	"Genes_ ;transposase, IS605 OrfB family, central region"
progression.913	Ruminococcus sp. SR1/5:778_781;790_792;792_795;795_797;797_799;799_800	0.72540848	-0.006801471	-0.150116728	0.13679374	0.986160502	Ruminococcus sp. SR1/5:778	657323.PRJNA39149	Genes_ Domain of unknown function (DUF1848).;StbA protein.
progression.946	Ruminococcus sp. SR1/5:2335_2336	0.738928783	0.032904412	-0.127444624	0.191577257	0.986160502	Ruminococcus sp. SR1/5:2335	657323.PRJNA39149	Genes_ Beta-galactosidase/beta-glucuronidase
progression.949	Ruminococcus sp. SR1/5:2485_2486	0.691084849	-0.009742647	-0.171933942	0.152962902	0.986160502	Ruminococcus sp. SR1/5:2485	657323.PRJNA39149	Genes_ fibro-slime domain
progression.951	Ruminococcus sp. SR1/5:2490_2491	0.696528606	-0.022058824	-0.178139663	0.135104759	0.986160502	Ruminococcus sp. SR1/5:2490	657323.PRJNA39149	Genes_ Cna protein B-type domain./Gram positive anchor.
progression.959	Ruminococcus sp. SR1/5:2623_2628	0.736679897	0.044117647	-0.101139619	0.187533197	0.986160502	Ruminococcus sp. SR1/5:2623	657323.PRJNA39149	"Genes_ Restriction endonuclease S subunits;Type I restriction-modification system methyltransferase subunit;;type I site-specific deoxyribonuclease, HsdR family"
progression.969	Ruminococcus sp. SR1/5:2856_2858	0.687737058	-0.032169118	-0.166003143	0.102828529	0.986160502	Ruminococcus sp. SR1/5:2856	657323.PRJNA39149	Genes_ Fe-S oxidoreductase;
progression.988	Anaerostipes hadrus:104_105;435_436;1299_1300;1301_1302;1795_1796;1888_1889;2275_2276;2559_2560	0.704305164	-0.046872082	-0.195218083	0.103570668	0.986160502	Anaerostipes hadrus:104	245018.PRJNA45957	"Genes_ Uncharacterized conserved protein;Predicted dehydrogenases and related proteins;methionine synthase (B12-independent);Cupin domain.;Site-specific recombinases, DNA invertase Pin homologs;1-deoxy-D-xylulose-5-phosphate synthase;deoxyribose-phosphate aldolase;homoserine dehydrogenase"
progression.989	Anaerostipes hadrus:116_117	0.754253389	-0.031932773	-0.180953563	0.118521395	0.986160502	Anaerostipes hadrus:116	245018.PRJNA45957	Genes_ ;Transposase and inactivated derivatives
progression.1002	Anaerostipes hadrus:210_211	0.743411553	-0.03155929	-0.185127651	0.123513693	0.986160502	Anaerostipes hadrus:210	245018.PRJNA45957	Genes_ unannotated
progression.1004	Anaerostipes hadrus:323_324	0.686430747	-0.060130719	-0.200020067	0.082161133	0.986160502	Anaerostipes hadrus:323	245018.PRJNA45957	Genes_ unannotated
progression.1033	Anaerostipes hadrus:898_900;900_902;902_904;904_908	0.718749987	-0.046872082	-0.195218083	0.103570668	0.986160502	Anaerostipes hadrus:898	245018.PRJNA45957	"Genes_ Excisionase from transposon Tn916.;Transposase and inactivated derivatives;isoaspartyl dipeptidase IadA;transporter, NhaC family (TC 2.A.35);Integrase core domain.;Type I site-specific restriction-modification system, R (restriction) subunit and related helicases;Protein-tyrosine-phosphatase"
progression.1041	Anaerostipes hadrus:1123_1124	0.773111484	-0.043697479	-0.193060052	0.10764442	0.986160502	Anaerostipes hadrus:1123	245018.PRJNA45957	Genes_ unannotated
progression.1042	Anaerostipes hadrus:1160_1161	0.772687737	-0.025583567	-0.188081906	0.138278105	0.986160502	Anaerostipes hadrus:1160	245018.PRJNA45957	Genes_ Signal transduction histidine kinase;Predicted AAA-ATPase.
progression.1046	Anaerostipes hadrus:1239_1241	0.724041	-0.047245565	-0.200525076	0.108291719	0.986160502	Anaerostipes hadrus:1239	245018.PRJNA45957	Genes_ DNA or RNA helicases of superfamily II
progression.1055	Anaerostipes hadrus:1291_1292	0.762064281	0.05210084	-0.109450629	0.210970627	0.986160502	Anaerostipes hadrus:1291	245018.PRJNA45957	Genes_ ;diguanylate cyclase (GGDEF) domain
progression.1060	Anaerostipes hadrus:1420_1422	0.775525044	-0.065546218	-0.226105677	0.098480595	0.986160502	Anaerostipes hadrus:1420	245018.PRJNA45957	Genes_ Type I restriction-modification system methyltransferase subunit;Transposase and inactivated derivatives;Restriction endonuclease S subunits
progression.1061	Anaerostipes hadrus:1426_1427	0.735341381	0.020915033	-0.14150713	0.182240648	0.986160502	Anaerostipes hadrus:1426	245018.PRJNA45957	Genes_ GTPase subunit of restriction endonuclease
progression.1073	Anaerostipes hadrus:1934_1942	0.7733828	-0.005042017	-0.166411978	0.15659097	0.986160502	Anaerostipes hadrus:1934	245018.PRJNA45957	"Genes_ PTS system maltose-specific IIB component, Glc family (TC 4.A.1.1.8)/PTS system maltose-specific IIC component, Glc family (TC 4.A.1.1.8);PTS system, glucose subfamily, IIA component;Predicted membrane protein;Transcriptional regulators;"
progression.1077	Anaerostipes hadrus:2109_2112	0.67819779	0.074509804	-0.076856476	0.222518872	0.986160502	Anaerostipes hadrus:2109	245018.PRJNA45957	"Genes_ carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-);Signal transduction histidine kinase"
progression.1078	Anaerostipes hadrus:2164_2166	0.769022011	-0.075630252	-0.233030404	0.085631373	0.986160502	Anaerostipes hadrus:2164	245018.PRJNA45957	Genes_ GTPases-translation elongation factors;
progression.1080	Anaerostipes hadrus:2238_2241	0.744304156	-0.023155929	-0.18070828	0.135555085	0.986160502	Anaerostipes hadrus:2238	245018.PRJNA45957	Genes_ ;Predicted AAA-ATPase.
progression.1086	Anaerostipes hadrus:2430_2431	0.763225001	-0.003174603	-0.162993702	0.156806834	0.986160502	Anaerostipes hadrus:2430	245018.PRJNA45957	Genes_ unannotated
progression.1092	Anaerostipes hadrus:2624_2626	0.728145766	0.040149393	-0.106075439	0.184674518	0.986160502	Anaerostipes hadrus:2624	245018.PRJNA45957	Genes_ ;transposase
progression.1098	Anaerostipes hadrus:2753_2757	0.766452078	0.031932773	-0.118521395	0.180953563	0.986160502	Anaerostipes hadrus:2753	245018.PRJNA45957	"Genes_ Predicted nucleotidyltransferases;Nucleotidyltransferase substrate binding protein like.;Abi-like protein.;radical SAM protein, TIGR01212 family"
progression.1104	Anaerostipes hadrus:2971_2974	0.711986131	-0.049673203	-0.211019231	0.114307803	0.986160502	Anaerostipes hadrus:2971	245018.PRJNA45957	"Genes_ recombinase, phage RecT family;;Holliday junction resolvase;HNH endonuclease."
progression.1105	Anaerostipes hadrus:2974_2976	0.734332238	-0.010084034	-0.126360358	0.106465636	0.986160502	Anaerostipes hadrus:2974	245018.PRJNA45957	"Genes_ phage regulatory protein, rha family;"
progression.1143	Bifidobacterium adolescentis:1648_1650	0.770522363	-0.00462963	-0.074005949	0.064791285	0.986160502	Bifidobacterium adolescentis:1648	1680.PRJNA240293	Genes_ putative phage-associated protein;putative death-on-curing family protein;proline symporter
progression.214	Faecalibacterium prausnitzii:1280_1281	0.781713832	0.004954268	-0.157098052	0.166746792	0.989316521	Faecalibacterium prausnitzii:1280	748224.PRJNA46809	Genes_ DNA topoisomerase
progression.1140	Bifidobacterium adolescentis:1620_1630	0.783658983	-0.078703704	-0.24861104	0.095902526	0.990695526	Bifidobacterium adolescentis:1620	1680.PRJNA240293	Genes_ beta-glucosidase;TetR-type transcriptional regulator;glycerate kinase;;beta-D-glucosideglucohydrolase;putative MFS transporter;ATP-dependent carboxylate-amine ligase
progression.72	[Eubacterium] rectale:1187_1188	0.802149011	-0.047979798	-0.202628779	0.109004209	0.994060336	[Eubacterium] rectale:1187	657318.PRJNA39159	Genes_ 
progression.76	[Eubacterium] rectale:1502_1503	0.801646799	-0.015151515	-0.16133974	0.131687347	0.994060336	[Eubacterium] rectale:1502	657318.PRJNA39159	Genes_ unannotated
progression.119	[Eubacterium] rectale:2476_2478;2478_2479	0.792693712	0.03030303	-0.100277307	0.15985714	0.994060336	[Eubacterium] rectale:2476	657318.PRJNA39159	"Genes_ ABC-type multidrug transport system, ATPase component"
progression.132	[Eubacterium] rectale:2818_2820;2821_2823	0.806457096	0.012626263	-0.132654302	0.1573757	0.994060336	[Eubacterium] rectale:2818	657318.PRJNA39159	Genes_ Type I restriction-modification system methyltransferase subunit;Restriction endonuclease S subunits;Site-specific recombinase XerD
progression.301	Bacteroides uniformis:1450_1452	0.804536521	-0.000674764	-0.171557361	0.17024725	0.994060336	Bacteroides uniformis:1450	411479.PRJNA18195	Genes_ unannotated
progression.339	Bacteroides uniformis:2773_2784;2784_2791;2792_2794;2794_2802;2802_2806;2806_2812	0.798880728	-0.022267206	-0.179962828	0.136544283	0.994060336	Bacteroides uniformis:2773	411479.PRJNA18195	"Genes_ DNA-binding helix-turn-helix protein;transcriptional regulator, LuxR family;putative DNA primase;putative endopeptidase Clp;DNA repair protein RadC;putative Peptidoglycan domain protein;phage tail tape measure protein, TP901 family"
progression.375	Blautia obeum:233_234;2642_2643	0.794128644	-0.025274725	-0.193090554	0.14397779	0.994060336	Blautia obeum:233	411459.PRJNA18147	"Genes_ IMP cyclohydrolase-like protein;AICARFT/IMPCHase bienzyme;4Fe-4S binding domain protein;potassium uptake protein, TrkH family"
progression.389	Blautia obeum:461_462	0.802773457	-0.049450549	-0.207500156	0.111115056	0.994060336	Blautia obeum:461	411459.PRJNA18147	Genes_ glyoxalase family protein;bacterial sugar transferase
progression.439	Blautia obeum:1903_1907;1938_1940;1940_1942;1942_1944;1950_1952;1954_1956;1958_1960	0.798115125	0.002197802	-0.140757849	0.14506368	0.994060336	Blautia obeum:1903	411459.PRJNA18147	"Genes_ S-adenosylmethionine:tRNA ribosyltransferase-isomerase;resolvase, N-terminal domain protein;toxin-antitoxin system, antitoxin component, Xre family;cell Wall Hydrolase;transposase"
progression.470	Blautia obeum:2865_2868;2869_2871	0.80559468	-0.010989011	-0.158037219	0.13653603	0.994060336	Blautia obeum:2865	411459.PRJNA18147	"Genes_ plasmid recombination enzyme;phage/plasmid primase, P4 family domain protein;CHC2 zinc finger domain protein;DNA-binding helix-turn-helix protein;Abi-like protein"
progression.489	Blautia obeum:3260_3262;3262_3264	0.797726181	0.00989011	-0.106265876	0.125779803	0.994060336	Blautia obeum:3260	411459.PRJNA18147	Genes_ N-acetylmuramoyl-L-alanine amidase;conserved domain protein
progression.499	Blautia wexlerae:5_6	0.791830609	-0.053134081	-0.194822182	0.090726249	0.994060336	Blautia wexlerae:5	1121115.PRJNA195783	Genes_ NA
progression.520	Blautia wexlerae:462_464;774_776;2305_2307;2440_2442;3362_3364;3986_3988;4236_4238	0.796236752	-0.00069185	-0.061195286	0.059816652	0.994060336	Blautia wexlerae:462	1121115.PRJNA195783	Genes_ NA
progression.623	Blautia wexlerae:3017_3018;3026_3027	0.804931624	0.03293206	-0.111528769	0.176029867	0.994060336	Blautia wexlerae:3017	1121115.PRJNA195783	Genes_ NA
progression.702	Blautia wexlerae:4500_4501	0.803753827	0.00387436	-0.142668068	0.150250573	0.994060336	Blautia wexlerae:4500	1121115.PRJNA195783	Genes_ NA
progression.707	Coprococcus comes:9_11	0.806850802	-0.032339762	-0.195991048	0.133064138	0.994060336	Coprococcus comes:9	470146.PRJNA20525	"Genes_ ;addiction module toxin, Txe/YoeB family;prevent-host-death family protein;nucleotidyltransferase domain protein"
progression.721	Coprococcus comes:401_402;1568_1569;2563_2566	0.796456696	-0.033119034	-0.179364235	0.114558289	0.994060336	Coprococcus comes:401	470146.PRJNA20525	"Genes_ ABC transporter, ATP-binding protein;prophage LambdaSa04, DNA primase, P4 family"
progression.772	Coprococcus comes:1989_1990	0.802148609	0.016169881	-0.132902325	0.164526679	0.994060336	Coprococcus comes:1989	470146.PRJNA20525	"Genes_ ABC transporter, ATP-binding protein;efflux ABC transporter, permease protein"
progression.798	Coprococcus comes:3024_3025	0.797346981	0.010520164	-0.151068384	0.171561132	0.994060336	Coprococcus comes:3024	470146.PRJNA20525	Genes_ unannotated
progression.815	Anaerobutyricum hallii:295_296;1718_1719	0.788460015	-0.005263158	-0.161072817	0.150802472	0.994060336	Anaerobutyricum hallii:295	411469.PRJNA18177	Genes_ sortase family protein;nitrite/sulfite reductase ferredoxin domain protein
progression.930	Ruminococcus sp. SR1/5:1475_1477	0.806922898	-0.038235294	-0.175404614	0.100390256	0.994060336	Ruminococcus sp. SR1/5:1475	657323.PRJNA39149	Genes_ Predicted nucleoside-diphosphate sugar epimerases;Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis;Biotin carboxylase
progression.1020	Anaerostipes hadrus:617_618	0.78762494	0.019607843	-0.13587146	0.174144538	0.994060336	Anaerostipes hadrus:617	245018.PRJNA45957	Genes_ DNA-directed RNA polymerase specialized sigma subunit;Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
progression.1034	Anaerostipes hadrus:909_910	0.803390292	-0.070774977	-0.224300995	0.086179076	0.994060336	Anaerostipes hadrus:909	245018.PRJNA45957	Genes_ ;Predicted DNA-binding protein with the Helix-hairpin-helix motif
progression.1039	Anaerostipes hadrus:1116_1118	0.805006904	0.072082166	-0.091048235	0.23144516	0.994060336	Anaerostipes hadrus:1116	245018.PRJNA45957	Genes_ ;Preprotein translocase subunit SecB.
progression.19	[Eubacterium] rectale:406_407	0.809622638	-0.012626263	-0.157062266	0.132338566	0.995268593	[Eubacterium] rectale:406	657318.PRJNA39159	Genes_ unannotated
progression.803	Coprococcus comes:3112_3123;3123_3132;3132_3134;3134_3137;3140_3142;3142_3144;3145_3149;3156_3158;3158_3163;3163_3168;3168_3171;3171_3173;3173_3175;3175_3181	0.808963026	0.067991428	-0.092737596	0.225267011	0.995268593	Coprococcus comes:3112	470146.PRJNA20525	"Genes_ ABC transporter, ATP-binding protein;putative DNA topoisomerase;antirestriction protein ArdA;TadE-like protein;Flp pilus assembly protein CpaB;type II/IV secretion system protein;bacterial type II secretion system domain protein F;LPXTG-motif cell wall anchor domain protein;putative sortase, SrtB family;prevent-host-death family protein;Ser/Thr phosphatase family protein;dUTP diphosphatase;SCP-like protein;CobQ/CobB/MinD/ParA nucleotide binding domain protein;single-strand binding family protein;helicase C-terminal domain protein;RNA polymerase sigma factor, sigma-70 family;toxin-antitoxin system, antitoxin component, HicB family;toxin-antitoxin system, toxin component, HicA family;recombinase"
progression.396	Blautia obeum:908_909	0.812642785	0.054945055	-0.114923041	0.221691106	0.997921892	Blautia obeum:908	411459.PRJNA18147	"Genes_ transcriptional regulator, AraC family;K+-dependent Na+/Ca+ exchanger family protein"
progression.52	[Eubacterium] rectale:852_853	0.819018258	-0.021464646	-0.167784652	0.125780694	0.998340151	[Eubacterium] rectale:852	657318.PRJNA39159	Genes_ Predicted ATP-binding protein involved in virulence;HNH endonuclease.
progression.226	Faecalibacterium prausnitzii:1442_1445	0.816450323	0.002286585	-0.153439719	0.157902066	0.998340151	Faecalibacterium prausnitzii:1442	748224.PRJNA46809	"Genes_ ;putative phage minor capsid protein;phage terminase, large subunit, PBSX family"
progression.240	Faecalibacterium prausnitzii:1840_1841	0.81716262	-0.016768293	-0.169392141	0.136641	0.998340151	Faecalibacterium prausnitzii:1840	748224.PRJNA46809	Genes_ unannotated
progression.423	Blautia obeum:1413_1414	0.816135928	-0.032967033	-0.194025283	0.129821789	0.998340151	Blautia obeum:1413	411459.PRJNA18147	Genes_ unannotated
progression.492	Blautia obeum:3398_3400;3400_3403;3403_3409;3413_3415	0.81796661	-0.035164835	-0.185810412	0.11709592	0.998340151	Blautia obeum:3398	411459.PRJNA18147	"Genes_ nucleic acid-binding domain protein;glycosyltransferase, group 2 family protein;glycosyltransferase, group 1 family protein;polysaccharide biosynthesis protein;conserved domain protein"
progression.597	Blautia wexlerae:2588_2590	0.817374749	0.01618929	-0.134703117	0.166347878	0.998340151	Blautia wexlerae:2588	1121115.PRJNA195783	Genes_ NA
progression.1155	Bifidobacterium adolescentis:2028_2029	0.818762027	-0.018518519	-0.194038279	0.158150111	0.998340151	Bifidobacterium adolescentis:2028	1680.PRJNA240293	Genes_ Beta-galactosidase BgaB;LacI-type transcriptional regulator
progression.47	[Eubacterium] rectale:697_698	0.82614594	-0.04040404	-0.182158597	0.102995836	0.999662485	[Eubacterium] rectale:697	657318.PRJNA39159	"Genes_ ;ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain"
progression.93	[Eubacterium] rectale:1921_1923	0.825388842	0.041666667	-0.115061991	0.196371257	0.999662485	[Eubacterium] rectale:1921	657318.PRJNA39159	Genes_ Site-specific recombinase XerC;;transposase
progression.348	Bacteroides uniformis:3066_3070	0.823663681	0.026315789	-0.145448563	0.196540208	0.999662485	Bacteroides uniformis:3066	411479.PRJNA18195	Genes_ pseudaminic acid synthase;ATP-grasp domain protein;;pseudaminic acid biosynthesis-associated protein PseG;pseudaminic acid CMP-transferase
progression.474	Blautia obeum:2907_2909;2909_2910	0.823582682	-0.036263736	-0.189226547	0.118417367	0.999662485	Blautia obeum:2907	411459.PRJNA18147	Genes_ pseudouridylate synthase
progression.483	Blautia obeum:3114_3118	0.826065116	0.012087912	-0.156071993	0.179566848	0.999662485	Blautia obeum:3114	411459.PRJNA18147	Genes_ MATE efflux family protein;repeat protein;
progression.762	Coprococcus comes:1405_1406	0.825694442	0.065653614	-0.101413554	0.229119291	0.999662485	Coprococcus comes:1405	470146.PRJNA20525	Genes_ McrC domain protein;
progression.1157	Bifidobacterium adolescentis:2045_2046	0.824858903	-0.069444444	-0.23726113	0.102396906	0.999662485	Bifidobacterium adolescentis:2045	1680.PRJNA240293	Genes_ alpha-amylase
progression.1	[Eubacterium] rectale:20_22;22_24;24_25;644_646;646_647	0.92325156	-0.034090909	-0.166074049	0.099092119	0.999944063	[Eubacterium] rectale:20	657318.PRJNA39159	"Genes_ Predicted ATPase (AAA+ superfamily);Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain;ABC-type multidrug transport system, ATPase component;bacteriocin-processing peptidase. Cysteine peptidase. MEROPS family C39"
progression.4	[Eubacterium] rectale:172_173	0.942709608	-0.008838384	-0.161096364	0.143830526	0.999944063	[Eubacterium] rectale:172	657318.PRJNA39159	Genes_ unannotated
progression.8	[Eubacterium] rectale:252_253	0.980224098	0.023989899	-0.121810443	0.168776805	0.999944063	[Eubacterium] rectale:252	657318.PRJNA39159	Genes_ unannotated
progression.13	[Eubacterium] rectale:270_271	0.90588358	0.017676768	-0.13834667	0.172844039	0.999944063	[Eubacterium] rectale:270	657318.PRJNA39159	"Genes_ Acetyltransferase (GNAT) family.;Fructose-2,6-bisphosphatase"
progression.15	[Eubacterium] rectale:274_277	0.987033858	-0.036616162	-0.186641734	0.115078272	0.999944063	[Eubacterium] rectale:274	657318.PRJNA39159	Genes_ Uncharacterized conserved protein (DUF2075)./Protein of unknown function (DUF2726)./Viral (Superfamily 1) RNA helicase.;Predicted transcriptional regulator;Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen;
progression.21	[Eubacterium] rectale:419_421	0.856078658	-0.005050505	-0.14469228	0.134788521	0.999944063	[Eubacterium] rectale:419	657318.PRJNA39159	Genes_ DNA or RNA helicases of superfamily II;Topoisomerase DNA binding C4 zinc finger.
progression.22	[Eubacterium] rectale:426_428	0.872210375	-0.045454545	-0.193693984	0.104814154	0.999944063	[Eubacterium] rectale:426	657318.PRJNA39159	Genes_ Methyl-accepting chemotaxis protein;N-formylmethionyl-tRNA deformylase;
progression.44	[Eubacterium] rectale:651_652	0.993034313	0.005050505	-0.150879896	0.160735688	0.999944063	[Eubacterium] rectale:651	657318.PRJNA39159	Genes_ unannotated
progression.60	[Eubacterium] rectale:1077_1081	0.8453726	-0.02020202	-0.172501417	0.133040743	0.999944063	[Eubacterium] rectale:1077	657318.PRJNA39159	Genes_ MTH538 TIR-like domain (DUF1863).;
progression.62	[Eubacterium] rectale:1084_1085	0.878397773	-0.021464646	-0.1636988	0.121643731	0.999944063	[Eubacterium] rectale:1084	657318.PRJNA39159	Genes_ Helix-turn-helix domain of resolvase.;
progression.98	[Eubacterium] rectale:2031_2033	0.852822306	0.032828283	-0.115176223	0.179406879	0.999944063	[Eubacterium] rectale:2031	657318.PRJNA39159	Genes_ ;Response regulator of the LytR/AlgR family;Helix-turn-helix.
progression.99	[Eubacterium] rectale:2033_2035	0.837842245	0.002525253	-0.135227423	0.140182157	0.999944063	[Eubacterium] rectale:2033	657318.PRJNA39159	Genes_ Helix-turn-helix.;;Accessory gene regulator B.;bacteriocin-processing peptidase. Cysteine peptidase. MEROPS family C39
progression.109	[Eubacterium] rectale:2273_2274	0.95494708	0.005050505	-0.150879896	0.160735688	0.999944063	[Eubacterium] rectale:2273	657318.PRJNA39159	Genes_ Predicted transcriptional regulators;SOS-response transcriptional repressors (RecA-mediated autopeptidases)
progression.113	[Eubacterium] rectale:2448_2451	0.845576965	-0.04040404	-0.186218917	0.107152339	0.999944063	[Eubacterium] rectale:2448	657318.PRJNA39159	"Genes_ ;RNA polymerase sigma factor, sigma-70 family"
progression.116	[Eubacterium] rectale:2468_2470	0.940392055	0.022727273	-0.111290144	0.155932821	0.999944063	[Eubacterium] rectale:2468	657318.PRJNA39159	Genes_ DNA replication protein;Site-specific recombinase XerD;Uncharacterized conserved protein (DUF2075).
progression.117	[Eubacterium] rectale:2471_2472	0.874754537	-0.007575758	-0.162949646	0.148164789	0.999944063	[Eubacterium] rectale:2471	657318.PRJNA39159	Genes_ unannotated
progression.121	[Eubacterium] rectale:2582_2583	0.969923442	0.011363636	-0.144903176	0.167077357	0.999944063	[Eubacterium] rectale:2582	657318.PRJNA39159	Genes_ UDP-galactopyranose mutase;Predicted transcriptional regulators
progression.124	[Eubacterium] rectale:2632_2637;2637_2641	0.852128723	-0.037878788	-0.182299585	0.108141913	0.999944063	[Eubacterium] rectale:2632	657318.PRJNA39159	"Genes_ Transaldolase;3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases;SSS sodium solute transporter superfamily;Alpha-glucosidases, family 31 of glycosyl hydrolases;Sulfite exporter TauE/SafE.;L-fucose isomerase and related proteins;glycerol kinase"
progression.136	[Eubacterium] rectale:3038_3051;3051_3053;3053_3055;3055_3059;3061_3063;3063_3065;3065_3068;3068_3078;3079_3081;3081_3091;3091_3096;3096_3102	0.863194196	-0.005050505	-0.160735688	0.150879896	0.999944063	[Eubacterium] rectale:3038	657318.PRJNA39159	"Genes_ Superfamily II DNA/RNA helicases, SNF2 family;Predicted transcriptional regulators;DNA replication protein;Replicative DNA helicase;Phage regulatory protein Rha (Phage_pRha).;Helix-turn-helix.;RNA polymerase sigma factor, sigma-70 family;DNA polymerase I-3'-5' exonuclease and polymerase domains;LysM domain.;Domain of unknown function DUF83.;Penicillin-binding protein-related factor A, putative recombinase;Stage III sporulation protein D.;Predicted kinase;RecA/RadA recombinase;Predicted transcriptional regulator;Transglycosylase SLT domain.;Protein of unknwon function (DUF3310).;thymidylate synthase, flavin-dependent;phage portal protein, SPP1 family;Phage QLRG family, putative DNA packaging.;Phage tail sheath protein.;Protein of unknown function (DUF2001).;Phage XkdN-like protein.;Phage-related protein;Protein of unknown function (DUF2634).;Uncharacterized homolog of phage Mu protein gp47;Reverse transcriptase (RNA-dependent DNA polymerase).;Small integral membrane protein;LysM domain./Uncharacterized protein conserved in bacteria (DUF2272).;Site-specific recombinases, DNA invertase Pin homologs"
